L13Sun		<br>There was a ruler who questioned him|<br>At that time there was a ruler who questioned Jesus
L14Mon		<br>‘But whoever|<br>The Lord said, ‘Whoever
L14Tue		<br>The Pharisees came up to him|<br>At that time the Pharisees came up to Jesus
L14Wed		<br>He told them,|<br>The Lord said,
L14Thu		<br>As he|<br>At that time, as Jesus
L14Fri		<br>The disciples were astonished by his words, but Jesus repeated them, telling them, ‘Children, how|The Lord said to his disciples, ‘How
L14Sat		<br>‘The|<br>The Lord said, ‘The
L14Sun		<br>As he|<br>At that time, as Jesus
L15Mon		<br>They reached Jericho. Then, as he|<br>At that time, as Jesus
L15Tue		<br>Jesus|<br>At that time Jesus
L15Wed		<br>In reply Jesus told them, ‘Have|<br>The Lord said, ‘Have
L15Thu		<br>Again they|<br>At that time Jesus
L15Fri		<br>He began to speak to them in parables. ‘A|<br>The Lord told this parable. ‘A
L15Sat		<br>‘Be|<br>The Lord said, ‘Be
L15Sun		<br>He|<br>At that time Jesus
L16Mon		<br>They sent some of the Pharisees and Herodians to him|<br>At that time the chief priests and scribes and elders sent some of the Pharisees and Herodians to Jesus
L16Tue		<br>Then the Sadducees, they who say there is no resurrection from the dead, approached him|<br>At that time the Sadducees, they who say there is no resurrection from the dead, approached Jesus
L16Wed		<br>One|<br>At that time one%He observed that he|He observed that Jesus
L16Thu		As he taught them, he said,|The Lord said,
L16Fri		<br>As he|<br>At that time, as Jesus
L16Sat		<br>He said,|<br>The Lord told this parable.
L16Sun		<br>‘Two|<br>The Lord told this parable. ‘Two
L17Mon		<br>‘Watch|<br>The Lord said to his disciples, ‘Watch
L17Tue		<br>‘When|<br>The Lord said to his disciples, ‘When
L17Wed		<br>‘And in|<br>The Lord said to his disciples, ‘In
L17Thu		<br>‘Heaven|<br>The Lord said to his disciples, ‘Heaven
L17Fri		<br>He|<br>At that time Jesus
L17Sat		<br>‘Beware|<br>The Lord said to his disciples, ‘Beware
L17Sun		<br>He said,|<br>The Lord told this parable.
L18Mon		<br>As they approached Jerusalem at Bethsphage and Bethany near the Mount of Olives, he|<br>At that time, as they approached Jerusalem at Bethsphage and Bethany near the Mount of Olives, Jesus
L18Tue		<br>Judas Iscariot, one of the Twelve, then went to the chief priests to betray him|<br>At that time Judas Iscariot, one of the Twelve, went to the chief priests to betray Jesus
L18Wed		<br>And with that, while he was still speaking,|<br>At that time while Jesus was still speaking,
L18Thu		<br>As soon as it was light the|<br>At that time the
L18Fri		<br>They brought him|<br>At that time the soldiers brought Jesus
L18Sat		<br>He replied|<br>The Lord said
L18Sun		<br>‘When|<br>The Lord said, ‘When
L19Mon		<br>As he|<br>At that time, as Jesus
L19Tue		<br>Then he|<br>At that time Jesus
L19Wed		
L19Thu		<br>The|<br>At that time the
L19Fri		
L19Sat		<br>‘|<br>The Lord said, ‘
L19Sun		<br>‘Because if|<br>The Lord said, ‘If
A1Sun		
A1Mon	<br>They then|<br>The Apostles	
A1Tue	<br>Peter, standing with the eleven, then|<br>Peter, standing with the eleven,	
A1Wed	<br>‘Men|<br>Peter said to the people … ‘Men	
A1Thu	<br>And Peter told them|<br>Peter said to the people	
A1Fri		
A1Sat		
A2Sun		
A2Mon	<br>‘Repent therefore|<br>Peter said to the people … ‘Repent	
A2Tue		
A2Wed	<br>When they saw|<br>When the Jews saw	
A2Thu	<br>On being released, they|<br>On being released, Peter and John	
A2Fri		
A2Sat	<br>They obeyed, and entering the temple at daybreak they|<br>On entering the temple at daybreak the Apostles	
A3Sun		
A3Mon	Then Solomon built him|Solomon built God	
A3Tue		
A3Wed		
A3Thu		
A3Fri	<br>Philip meanwhile|<br>Philip	
A3Sat	<br>and after accepting something to eat he was strengthened. Saul|<br>Saul	
A4Sun		
A4Mon		
A4Tue	<br>Peter went down to the men|<br>Peter went down to those who had arrived	
A4Wed	<br>they found out and fled|<br>Paul and Barnabas fled	
A4Thu		
A4Fri	<br>While Peter was still speaking of these matters|<br>While Peter was still speaking	
A4Sat		
A5Sun	<br>Now those|<br>Those	
A5Mon	<br>Realising this, he|<br>Peter	
A5Tue		
A5Wed		
A5Thu	<br>But when the disciples surrounded him, he got up and went into the city, and on the following day he|<br>On the following day Paul	
A5Fri	<br>Some of the believers from the sect of the Pharisees objected, saying, ‘It is necessary to circumcise them|<br>Some of the believers from the sect of the Pharisees were saying, ‘It is necessary to circumcise the Gentile believers	
A5Sat		
A6Sun		
A6Mon	<br>Passing through Amphipolis and Apollonia, they|<br>Passing through Amphipolis and Apollonia, Paul and Silas	
A6Tue	<br>They took hold of him|<br>The Athenians took hold of Paul	
A6Wed	<br>On landing at Caesarea, he|<br>On landing at Caesarea, Paul	
A6Thu		
A6Fri		
A6Sat		
A7Sun	Asia, …|Asia. …	
A7Mon	<br>We left the following day, arrived at Caesarea, and|<br>We arrived at Caesarea and	
A7Tue	<br>Then on the following day Paul accompanied the men|<br>On the following day Paul accompanied the four others	
A7Wed		
A7Thu	<br>A number of days later King|<br>King	
A7Fri		
A7Sat		
A8Sun	<br>When the Day of Pentecost arrived they|<br>When the day of Pentecost arrived the Apostles	
E1Mon	<br>for the|<br>The	
E1Tue		
E1Wed		
E1Thu	<br>Since they|<br>Since those suppressing the truth …	
E1Fri		
E1Sat	<br>to all in Rome who are beloved of God, called to be saints. Grace|<br>Grace	
E1Sun	<br>Through faith they|<br>Through faith the holy ones of old	
E2Mon	<br>For someone|<br>A person	
E2Tue	<br>Now for|<br>For	
E2Wed	<br>For the|<br>The	
E2Thu	<br>For if|<br>If	
E2Fri	<br>For if|<br>If	
E2Sat		
E2Sun	<br>but glory|<br>Glory	
E3Mon		
E3Tue	<br>Now we|<br>We	
E3Wed		
E3Thu		
E3Fri		
E3Sat		
E3Sun		
E4Mon	<br>Truly he|<br>Truly God	
E4Tue	<br>Indeed, Scripture|<br>Scripture%known. Do you not know what the Scripture says of Elijah? How he pleads with God about Israel and says.<br>|known.<br>	
E4Wed		
E4Thu		
E4Fri	<br>Now, brothers|<br>Brothers	
E4Sat	<br>In this way you|<br>You	
E4Sun		
E5Mon	<br>For just|<br>Just	
E5Tue		
E5Wed	<br>Accept one another therefore|<br>Accept one another	
E5Thu		
E5Fri		
E5Sat		
E5Sun		
E6Mon		
E6Tue		
E6Wed		
E6Thu		
E6Fri	<br>Therefore judge|<br>Judge	
E6Sat		
E6Sun		
E7Mon		
E7Tue	<br>for you were bought at a price. Glorify God then, in|<br>Glorify God in	
E7Wed	<br>As for the others, I say – I, not the Lord – that if|<br>If	
E7Thu		
E7Fri		
E7Sat	<br>I urge you therefore|<br>I urge you	
E7Sun		
E8Mon		
E8Tue	<br>But God was not pleased with most of them|<br>God was not pleased with most of our ancestors	
E8Wed	<br>so that those who think they are standing firm may take heed and not fall|<br>Those who think they are standing firm are to take heed so that they do not fall	
E8Thu	<br>But if|<br>If	
E8Fri	<br>because the man did not come from the woman but the woman from the man, and because the man|<br>The man did not come from the woman but the woman from the man, and the man	
E8Sat		
E8Sun	<br>Now I|<br>I	
E9Mon	<br>for if|<br>If	
E9Tue	<br>For just|<br>Just	
E9Wed		
E9Thu		
E9Fri	<br>What is it to be, brothers and sisters? Whenever|<br>Brothers and sisters, whenever	
E9Sat		
E9Sun		
E10Mon		
E10Tue	<br>If it were otherwise, what|<br>What	
E10Wed	<br>and if it is appropriate for me to go as well, they|<br>If it is appropriate for me to go to Jerusalem, those whom you appoint	
E10Thu		
E10Fri	<br>For our|<br>Our	
E10Sat	<br>Now I|<br>I	
E10Sun		
E11Mon	<br>for with|<br>With	
E11Tue		
E11Wed		
E11Thu		
E11Fri		
E11Sat		
E11Sun		
E12Mon	<br>for we|<br>We	
E12Tue	<br>And he did die|<br>Christ died	
E12Wed		
E12Thu	<br>Because we have these|<br>Because we have God’s	
E12Fri	<br>for being|<br>Being	
E12Sat		
E12Sun		
E13Mon		
E13Tue		
E13Wed	<br>Because administering|<br>Administering	
E13Thu		
E13Fri	<br>Now I|<br>I	
E13Sat	<br>We do however speak of|<br>We preach	
E13Sun		
E14Mon	<br>This is why for|<br>For	
E14Tue	<br>Yet I|<br>I	
E14Wed		
E14Thu		
E14Fri		
E14Sat		
E14Sun		
E15Mon		
E15Tue		
E15Wed		
E15Thu		
E15Fri	<br>But when|<br>When	
E15Sat	<br>This is why I|<br>I	
E15Sun	<br>because God|<br>God,	
E16Mon		
E16Tue		
E16Wed		
E16Thu		
E16Fri	<br>In him we have redemption through his blood|<br>We have redemption through Christ’s blood	
E16Sat		
E16Sun		
E17Mon	<br>He put everything beneath his feet|<br>The Father put everything beneath Christ’s feet	
E17Tue	<br>You are therefore|<br>You are	
E17Wed		
E17Thu	<br>so that we may be|<br>Let us be	
E17Fri	<br>I say this then|<br>I say this	
E17Sat		
E17Sun	<br>What company does the sanctuary of God keep with idols? And you|<br>You	
E18Mon	<br>Let us therefore|<br>Let us	
E18Tue		
E18Wed		
E18Thu	<br>but in addition, each|<br>Each	
E18Fri		
E18Sat		
E18Sun	<br>Then there is this: the|<br>The	
E19Mon		
E19Tue	<br>and God|<br>God	
E19Wed		
E19Thu		
E19Fri	<br>Only behave|<br>Behave	
E19Sat	<br>And so, my|<br>My	
E19Sun		
E20Mon	<br>And so, my|<br>My	
E20Tue	<br>upholding the word of life,|<br>Uphold the word of life	
E20Wed		
E20Thu		
E20Fri	<br>Yes, I|<br>I	
E20Sat		
E20Sun		
E21Mon		
E21Tue	you, … that is present in you. Just as it is bearing fruit and growing in power throughout the world, so it is in you too from|you … from	
E21Wed	<br>He is also|<br>Christ is	
E21Thu		
E21Fri		
E21Sat		
E21Sun	<br>‘yet we|<br>We%Christ.’|Christ.	
E22Mon		
E22Tue		
E22Wed	<br>And whatever|<br>Whatever	
E22Thu		
E22Fri		
E22Sat		
E22Sun		
E23Mon		
E23Tue	<br>And you|<br>You	
E23Wed		
E23Thu		
